data,apelant,minute,ora_apel,minut_apel,secunda_apel,datetime,ora sfarsit,secunde
11.12.23,c,0.7586052714383931,12,14,23,2023-12-11 12:14:23,2023-12-11 12:15:09,46
29.02.24,d,1.472874640117897,13,28,39,2024-02-29 13:28:39,2024-02-29 13:30:07,88
29.12.23,a,1.810893649882371,12,14,19,2023-12-29 12:14:19,2023-12-29 12:16:08,109
06.02.24,a,0.8874453815331638,8,37,29,2024-02-06 08:37:29,2024-02-06 08:38:22,53
08.01.24,c,0.973383915573417,5,28,49,2024-01-08 05:28:49,2024-01-08 05:29:47,58
06.12.23,a,0.834466330010168,11,40,58,2023-12-06 11:40:58,2023-12-06 11:41:48,50
06.12.23,a,0.1818150592896292,10,30,56,2023-12-06 10:30:56,2023-12-06 10:31:07,11
18.12.23,c,0.9086175624711352,10,38,5,2023-12-18 10:38:05,2023-12-18 10:39:00,55
21.02.24,c,0.8887213153897725,10,28,52,2024-02-21 10:28:52,2024-02-21 10:29:45,53
05.01.24,a,0.4844279091374749,13,41,26,2024-01-05 13:41:26,2024-01-05 13:41:55,29
09.01.24,b,0.4078454404976541,11,45,37,2024-01-09 11:45:37,2024-01-09 11:46:01,24
07.02.24,b,1.6612618914299246,8,24,35,2024-02-07 08:24:35,2024-02-07 08:26:15,100
21.02.24,c,0.0333333333333333,11,26,27,2024-02-21 11:26:27,2024-02-21 11:26:29,2
31.01.24,b,0.0333333333333333,10,33,36,2024-01-31 10:33:36,2024-01-31 10:33:38,2
09.12.23,b,0.3398291887505823,13,29,43,2023-12-09 13:29:43,2023-12-09 13:30:03,20
10.01.24,b,1.1507371937128743,8,28,33,2024-01-10 08:28:33,2024-01-10 08:29:42,69
10.02.24,a,0.0333333333333333,18,51,35,2024-02-10 18:51:35,2024-02-10 18:51:37,2
16.02.24,d,1.4202678166111544,5,53,32,2024-02-16 05:53:32,2024-02-16 05:54:57,85
28.02.24,c,0.6056384760134541,16,45,24,2024-02-28 16:45:24,2024-02-28 16:46:00,36
06.12.23,c,1.781098976896471,10,16,25,2023-12-06 10:16:25,2023-12-06 10:18:12,107
11.01.24,b,0.2001654041518085,14,36,17,2024-01-11 14:36:17,2024-01-11 14:36:29,12
31.01.24,e,0.0333333333333333,16,6,51,2024-01-31 16:06:51,2024-01-31 16:06:53,2
31.01.24,c,0.6892399757371602,13,39,19,2024-01-31 13:39:19,2024-01-31 13:40:00,41
05.03.24,c,1.6354447012380833,14,35,24,2024-03-05 14:35:24,2024-03-05 14:37:02,98
31.01.24,b,0.7160153651690871,10,30,25,2024-01-31 10:30:25,2024-01-31 10:31:08,43
14.01.24,b,1.243039898375799,13,32,55,2024-01-14 13:32:55,2024-01-14 13:34:10,75
26.01.24,b,0.4704096328621957,9,55,52,2024-01-26 09:55:52,2024-01-26 09:56:20,28
04.01.24,c,1.14896103690801,12,42,22,2024-01-04 12:42:22,2024-01-04 12:43:31,69
30.01.24,b,1.2190552923272877,14,20,31,2024-01-30 14:20:31,2024-01-30 14:21:44,73
07.02.24,c,1.0852106203157987,16,12,55,2024-02-07 16:12:55,2024-02-07 16:14:00,65
06.12.23,a,0.333527962723865,6,59,44,2023-12-06 06:59:44,2023-12-06 07:00:04,20
22.01.24,a,0.523974598032807,17,29,40,2024-01-22 17:29:40,2024-01-22 17:30:11,31
10.02.24,c,1.1021299040762005,13,27,59,2024-02-10 13:27:59,2024-02-10 13:29:05,66
16.02.24,h,0.5380100224903983,14,29,36,2024-02-16 14:29:36,2024-02-16 14:30:08,32
16.02.24,c,1.2500964603161115,14,17,19,2024-02-16 14:17:19,2024-02-16 14:18:34,75
21.02.24,h,0.5250619348852666,10,55,11,2024-02-21 10:55:11,2024-02-21 10:55:43,32
23.01.24,b,1.08010639423727,6,25,22,2024-01-23 06:25:22,2024-01-23 06:26:27,65
20.01.24,e,0.5572020805770532,8,31,31,2024-01-20 08:31:31,2024-01-20 08:32:04,33
25.01.24,c,1.4191895765047664,11,34,38,2024-01-25 11:34:38,2024-01-25 11:36:03,85
31.01.24,c,0.6503039863702532,14,57,44,2024-01-31 14:57:44,2024-01-31 14:58:23,39
09.02.24,c,0.3197097377310872,12,12,49,2024-02-09 12:12:49,2024-02-09 12:13:08,19
02.02.24,d,1.2195117374125828,14,41,37,2024-02-02 14:41:37,2024-02-02 14:42:50,73
03.01.24,a,0.5844873778077366,8,26,20,2024-01-03 08:26:20,2024-01-03 08:26:55,35
16.02.24,b,0.0810122134543123,13,5,26,2024-02-16 13:05:26,2024-02-16 13:05:31,5
05.01.24,c,1.1533985575885457,14,26,44,2024-01-05 14:26:44,2024-01-05 14:27:53,69
11.01.24,c,0.9460589997502444,8,47,12,2024-01-11 08:47:12,2024-01-11 08:48:09,57
03.01.24,c,0.5456816100652464,13,44,18,2024-01-03 13:44:18,2024-01-03 13:44:51,33
03.01.24,a,0.5457063775113773,12,29,8,2024-01-03 12:29:08,2024-01-03 12:29:41,33
29.12.23,a,0.1456275861078015,11,8,33,2023-12-29 11:08:33,2023-12-29 11:08:42,9
23.01.24,a,1.2533670248035942,15,23,22,2024-01-23 15:23:22,2024-01-23 15:24:37,75
26.01.24,d,0.8565502217290605,12,8,12,2024-01-26 12:08:12,2024-01-26 12:09:03,51
26.12.23,b,1.2277481396999388,18,0,19,2023-12-26 18:00:19,2023-12-26 18:01:33,74
26.01.24,b,2.2306927154483294,15,49,17,2024-01-26 15:49:17,2024-01-26 15:51:31,134
06.12.23,b,0.5577847259931714,15,40,28,2023-12-06 15:40:28,2023-12-06 15:41:01,33
12.02.24,a,0.3522233814759852,12,24,28,2024-02-12 12:24:28,2024-02-12 12:24:49,21
31.01.24,c,1.1923737668926266,18,29,26,2024-01-31 18:29:26,2024-01-31 18:30:38,72
14.02.24,b,0.6955730284402765,15,26,39,2024-02-14 15:26:39,2024-02-14 15:27:21,42
11.01.24,e,0.9500444203232052,10,11,47,2024-01-11 10:11:47,2024-01-11 10:12:44,57
07.02.24,h,1.11911417433142,14,32,17,2024-02-07 14:32:17,2024-02-07 14:33:24,67
31.01.24,e,0.23202356814443,10,30,42,2024-01-31 10:30:42,2024-01-31 10:30:56,14
06.12.23,d,1.8151939254162692,16,59,32,2023-12-06 16:59:32,2023-12-06 17:01:21,109
07.12.23,c,1.3899499600099985,10,58,46,2023-12-07 10:58:46,2023-12-07 11:00:09,83
07.01.24,b,1.0021423904169304,16,12,23,2024-01-07 16:12:23,2024-01-07 16:13:23,60
30.01.24,a,1.1667097840805696,12,25,29,2024-01-30 12:25:29,2024-01-30 12:26:39,70
25.01.24,a,1.595579868984358,17,16,15,2024-01-25 17:16:15,2024-01-25 17:17:51,96
25.01.24,c,1.1475224720885735,8,31,25,2024-01-25 08:31:25,2024-01-25 08:32:34,69
24.02.24,b,1.140331518076611,7,37,39,2024-02-24 07:37:39,2024-02-24 07:38:47,68
30.12.23,c,0.4307053023383502,8,9,57,2023-12-30 08:09:57,2023-12-30 08:10:23,26
19.01.24,h,0.3993083569803225,14,59,30,2024-01-19 14:59:30,2024-01-19 14:59:54,24
06.02.24,c,1.5301103465346533,14,37,47,2024-02-06 14:37:47,2024-02-06 14:39:19,92
06.12.23,e,1.2346442428721538,19,5,31,2023-12-06 19:05:31,2023-12-06 19:06:45,74
21.02.24,d,0.9201055198817016,16,23,38,2024-02-21 16:23:38,2024-02-21 16:24:33,55
22.12.23,b,0.8889850777517874,17,10,28,2023-12-22 17:10:28,2023-12-22 17:11:21,53
25.01.24,c,0.308479493952647,11,49,27,2024-01-25 11:49:27,2024-01-25 11:49:46,19
17.01.24,c,0.1445207702879771,8,20,0,2024-01-17 08:20:00,2024-01-17 08:20:09,9
02.03.24,c,0.6438650165606034,7,38,26,2024-03-02 07:38:26,2024-03-02 07:39:05,39
05.03.24,b,0.6098904588873751,9,30,8,2024-03-05 09:30:08,2024-03-05 09:30:45,37
21.02.24,b,1.7002430616705095,6,56,3,2024-02-21 06:56:03,2024-02-21 06:57:45,102
19.02.24,b,0.8695125619672079,14,23,16,2024-02-19 14:23:16,2024-02-19 14:24:08,52
27.02.24,b,0.5142172740173319,8,31,25,2024-02-27 08:31:25,2024-02-27 08:31:56,31
21.02.24,h,1.2469961528805085,9,27,6,2024-02-21 09:27:06,2024-02-21 09:28:21,75
29.01.24,c,0.0333333333333333,10,0,16,2024-01-29 10:00:16,2024-01-29 10:00:18,2
17.01.24,b,0.992593078148646,13,27,0,2024-01-17 13:27:00,2024-01-17 13:28:00,60
25.01.24,a,1.092910630535275,14,25,19,2024-01-25 14:25:19,2024-01-25 14:26:25,66
06.02.24,c,1.1582031179935752,17,36,44,2024-02-06 17:36:44,2024-02-06 17:37:53,69
17.01.24,a,0.6769865037324687,5,11,59,2024-01-17 05:11:59,2024-01-17 05:12:40,41
19.01.24,c,0.7370249180865097,14,28,58,2024-01-19 14:28:58,2024-01-19 14:29:42,44
05.01.24,c,1.419385575647456,18,32,19,2024-01-05 18:32:19,2024-01-05 18:33:44,85
31.01.24,b,1.4669412831769566,9,10,9,2024-01-31 09:10:09,2024-01-31 09:11:37,88
31.01.24,a,1.366452004263076,17,34,12,2024-01-31 17:34:12,2024-01-31 17:35:34,82
22.01.24,a,1.315008132708801,13,7,27,2024-01-22 13:07:27,2024-01-22 13:08:46,79
22.01.24,a,0.0333333333333333,10,38,1,2024-01-22 10:38:01,2024-01-22 10:38:03,2
25.01.24,a,0.0333333333333333,9,39,15,2024-01-25 09:39:15,2024-01-25 09:39:17,2
13.01.24,b,0.9010529134184336,17,4,0,2024-01-13 17:04:00,2024-01-13 17:04:54,54
29.12.23,c,1.2543232672801292,19,29,50,2023-12-29 19:29:50,2023-12-29 19:31:05,75
26.01.24,e,0.8749480848921701,16,16,6,2024-01-26 16:16:06,2024-01-26 16:16:58,52
03.01.24,c,0.445784701075689,7,56,2,2024-01-03 07:56:02,2024-01-03 07:56:29,27
11.01.24,c,0.4400215646994393,16,39,43,2024-01-11 16:39:43,2024-01-11 16:40:09,26
04.01.24,a,0.1742889284169141,11,22,44,2024-01-04 11:22:44,2024-01-04 11:22:54,10
29.12.23,d,0.7723016837219443,15,32,37,2023-12-29 15:32:37,2023-12-29 15:33:23,46
07.02.24,b,0.9961090224802912,18,28,33,2024-02-07 18:28:33,2024-02-07 18:29:33,60
22.02.24,c,0.6367568848933789,12,2,2,2024-02-22 12:02:02,2024-02-22 12:02:40,38
11.01.24,c,0.0333333333333333,6,41,19,2024-01-11 06:41:19,2024-01-11 06:41:21,2
29.01.24,a,0.6256549012597363,17,51,58,2024-01-29 17:51:58,2024-01-29 17:52:36,38
25.12.23,c,2.6589841757462542,11,7,18,2023-12-25 11:07:18,2023-12-25 11:09:58,160
16.02.24,b,0.0333333333333333,11,27,17,2024-02-16 11:27:17,2024-02-16 11:27:19,2
05.01.24,c,1.1303204199202097,11,30,22,2024-01-05 11:30:22,2024-01-05 11:31:30,68
04.01.24,b,0.6592887718290691,13,20,28,2024-01-04 13:20:28,2024-01-04 13:21:08,40
01.03.24,a,0.3489477064006525,7,35,0,2024-03-01 07:35:00,2024-03-01 07:35:21,21
13.12.23,c,1.479063640062812,12,21,43,2023-12-13 12:21:43,2023-12-13 12:23:12,89
19.12.23,b,0.0490378939528074,11,29,14,2023-12-19 11:29:14,2023-12-19 11:29:17,3
07.12.23,c,0.9218628948375828,11,0,20,2023-12-07 11:00:20,2023-12-07 11:01:15,55
05.03.24,c,0.0333333333333333,11,47,54,2024-03-05 11:47:54,2024-03-05 11:47:56,2
29.12.23,d,1.242492410030417,13,47,48,2023-12-29 13:47:48,2023-12-29 13:49:03,75
06.02.24,d,1.3845016869478752,14,34,15,2024-02-06 14:34:15,2024-02-06 14:35:38,83
05.01.24,b,1.6146999212065278,15,13,56,2024-01-05 15:13:56,2024-01-05 15:15:33,97
25.01.24,b,0.2649192874565955,14,31,0,2024-01-25 14:31:00,2024-01-25 14:31:16,16
04.03.24,a,0.0333333333333333,8,31,28,2024-03-04 08:31:28,2024-03-04 08:31:30,2
14.01.24,a,0.5015942951437415,16,33,43,2024-01-14 16:33:43,2024-01-14 16:34:13,30
08.01.24,h,0.865022749259793,11,36,45,2024-01-08 11:36:45,2024-01-08 11:37:37,52
10.02.24,c,0.6932648038800814,11,21,42,2024-02-10 11:21:42,2024-02-10 11:22:24,42
16.01.24,c,1.489740486637713,10,52,28,2024-01-16 10:52:28,2024-01-16 10:53:57,89
25.01.24,b,1.9570107516950768,8,31,49,2024-01-25 08:31:49,2024-01-25 08:33:46,117
01.02.24,c,0.9180469068095196,10,37,2,2024-02-01 10:37:02,2024-02-01 10:37:57,55
01.02.24,b,1.0667588702461068,8,29,11,2024-02-01 08:29:11,2024-02-01 08:30:15,64
05.03.24,b,0.0333333333333333,11,41,56,2024-03-05 11:41:56,2024-03-05 11:41:58,2
31.01.24,c,0.0333333333333333,11,59,23,2024-01-31 11:59:23,2024-01-31 11:59:25,2
05.01.24,c,0.9729553192551836,16,36,18,2024-01-05 16:36:18,2024-01-05 16:37:16,58
06.12.23,e,0.2207386849564613,17,0,4,2023-12-06 17:00:04,2023-12-06 17:00:17,13
06.12.23,b,1.3047278765937274,10,30,13,2023-12-06 10:30:13,2023-12-06 10:31:31,78
06.12.23,a,0.8636588036201973,14,32,15,2023-12-06 14:32:15,2023-12-06 14:33:07,52
05.03.24,a,0.0333333333333333,5,17,6,2024-03-05 05:17:06,2024-03-05 05:17:08,2
20.12.23,a,0.8872142284326371,8,37,12,2023-12-20 08:37:12,2023-12-20 08:38:05,53
25.01.24,d,1.2482302905128204,19,2,10,2024-01-25 19:02:10,2024-01-25 19:03:25,75
25.01.24,c,1.2919839652734455,12,38,52,2024-01-25 12:38:52,2024-01-25 12:40:10,78
25.01.24,a,0.3956096412565664,15,40,12,2024-01-25 15:40:12,2024-01-25 15:40:36,24
25.12.23,b,0.4265602689353668,16,19,25,2023-12-25 16:19:25,2023-12-25 16:19:51,26
09.02.24,d,0.9072992495552608,13,30,18,2024-02-09 13:30:18,2024-02-09 13:31:12,54
08.01.24,a,0.7210803513330718,11,26,10,2024-01-08 11:26:10,2024-01-08 11:26:53,43
20.01.24,a,1.1007024705048043,9,32,59,2024-01-20 09:32:59,2024-01-20 09:34:05,66
24.02.24,b,0.0333333333333333,14,16,58,2024-02-24 14:16:58,2024-02-24 14:17:00,2
10.01.24,b,0.9354888234775468,12,55,28,2024-01-10 12:55:28,2024-01-10 12:56:24,56
26.01.24,c,1.2469465766837873,18,34,18,2024-01-26 18:34:18,2024-01-26 18:35:33,75
03.01.24,d,1.2049864926354403,11,27,29,2024-01-03 11:27:29,2024-01-03 11:28:41,72
25.01.24,b,1.9334871464341497,13,14,5,2024-01-25 13:14:05,2024-01-25 13:16:01,116
28.02.24,c,0.5521885831165332,13,41,25,2024-02-28 13:41:25,2024-02-28 13:41:58,33
02.02.24,b,0.1906256640167289,11,24,44,2024-02-02 11:24:44,2024-02-02 11:24:55,11
29.01.24,b,0.5426610834389448,11,6,29,2024-01-29 11:06:29,2024-01-29 11:07:02,33
23.01.24,b,0.3718490902211129,15,15,19,2024-01-23 15:15:19,2024-01-23 15:15:41,22
16.02.24,c,0.1576183033185144,12,21,21,2024-02-16 12:21:21,2024-02-16 12:21:30,9
25.01.24,a,0.6541277803731909,9,49,20,2024-01-25 09:49:20,2024-01-25 09:49:59,39
07.02.24,d,0.4556177274258157,17,23,16,2024-02-07 17:23:16,2024-02-07 17:23:43,27
01.03.24,c,1.400257218955335,15,44,33,2024-03-01 15:44:33,2024-03-01 15:45:57,84
19.02.24,a,1.1278102675950263,8,24,29,2024-02-19 08:24:29,2024-02-19 08:25:37,68
17.01.24,d,0.5927073717154746,7,39,48,2024-01-17 07:39:48,2024-01-17 07:40:24,36
12.02.24,b,1.149311660381755,15,18,31,2024-02-12 15:18:31,2024-02-12 15:19:40,69
11.01.24,e,0.2808349304605044,15,3,27,2024-01-11 15:03:27,2024-01-11 15:03:44,17
05.02.24,c,0.3445670305142212,15,35,7,2024-02-05 15:35:07,2024-02-05 15:35:28,21
09.12.23,c,0.0333333333333333,7,20,31,2023-12-09 07:20:31,2023-12-09 07:20:33,2
01.02.24,a,0.0333333333333333,18,29,35,2024-02-01 18:29:35,2024-02-01 18:29:37,2
19.01.24,h,1.4229201448224509,9,47,13,2024-01-19 09:47:13,2024-01-19 09:48:38,85
23.01.24,b,1.0976080380012774,13,34,21,2024-01-23 13:34:21,2024-01-23 13:35:27,66
13.02.24,e,0.0333333333333333,12,40,19,2024-02-13 12:40:19,2024-02-13 12:40:21,2
10.01.24,c,0.8470861255312402,8,20,14,2024-01-10 08:20:14,2024-01-10 08:21:05,51
05.03.24,a,1.504048095191593,15,11,50,2024-03-05 15:11:50,2024-03-05 15:13:20,90
06.12.23,h,1.710691905934079,16,23,14,2023-12-06 16:23:14,2023-12-06 16:24:57,103
16.02.24,c,1.8569990334781608,6,43,0,2024-02-16 06:43:00,2024-02-16 06:44:51,111
06.12.23,c,0.289083047584669,6,31,18,2023-12-06 06:31:18,2023-12-06 06:31:35,17
10.01.24,b,0.7050926758607553,11,45,24,2024-01-10 11:45:24,2024-01-10 11:46:06,42
25.01.24,b,1.4400619060356974,10,38,21,2024-01-25 10:38:21,2024-01-25 10:39:47,86
11.01.24,c,0.4106126843464356,14,59,0,2024-01-11 14:59:00,2024-01-11 14:59:25,25
03.01.24,c,0.1222034927108918,14,28,52,2024-01-03 14:28:52,2024-01-03 14:28:59,7
22.01.24,b,0.8874046165288736,14,27,32,2024-01-22 14:27:32,2024-01-22 14:28:25,53
30.01.24,a,0.2712920123911229,18,17,49,2024-01-30 18:17:49,2024-01-30 18:18:05,16
20.01.24,c,1.0950559707971148,12,6,59,2024-01-20 12:06:59,2024-01-20 12:08:05,66
26.01.24,b,1.0935443615166474,14,0,49,2024-01-26 14:00:49,2024-01-26 14:01:55,66
19.02.24,c,0.4210825492030339,6,55,20,2024-02-19 06:55:20,2024-02-19 06:55:45,25
06.12.23,a,0.1557326799255342,15,32,16,2023-12-06 15:32:16,2023-12-06 15:32:25,9
11.01.24,b,0.3882617997190992,11,39,43,2024-01-11 11:39:43,2024-01-11 11:40:06,23
26.01.24,b,0.0333333333333333,15,44,13,2024-01-26 15:44:13,2024-01-26 15:44:15,2
19.01.24,c,0.9787382718601634,9,32,29,2024-01-19 09:32:29,2024-01-19 09:33:28,59
24.02.24,c,1.00935603631241,13,21,55,2024-02-24 13:21:55,2024-02-24 13:22:56,61
06.12.23,b,1.0121409959402792,14,32,2,2023-12-06 14:32:02,2023-12-06 14:33:03,61
23.01.24,a,0.9216354803724676,11,21,38,2024-01-23 11:21:38,2024-01-23 11:22:33,55
21.02.24,e,0.0333333333333333,16,30,30,2024-02-21 16:30:30,2024-02-21 16:30:32,2
05.03.24,a,1.160367452418738,12,47,37,2024-03-05 12:47:37,2024-03-05 12:48:47,70
19.01.24,a,0.1427276307350871,15,14,45,2024-01-19 15:14:45,2024-01-19 15:14:54,9
29.01.24,d,0.959348825983277,8,41,41,2024-01-29 08:41:41,2024-01-29 08:42:39,58
05.03.24,a,0.0333333333333333,8,55,49,2024-03-05 08:55:49,2024-03-05 08:55:51,2
21.02.24,a,0.937289819829541,5,8,19,2024-02-21 05:08:19,2024-02-21 05:09:15,56
07.02.24,a,0.0333333333333333,18,36,39,2024-02-07 18:36:39,2024-02-07 18:36:41,2
25.01.24,c,0.5137654279251778,10,30,17,2024-01-25 10:30:17,2024-01-25 10:30:48,31
26.01.24,b,0.9813111544715484,9,11,18,2024-01-26 09:11:18,2024-01-26 09:12:17,59
09.02.24,b,0.3455213170142197,8,44,31,2024-02-09 08:44:31,2024-02-09 08:44:52,21
14.02.24,h,0.7849511953761362,11,26,23,2024-02-14 11:26:23,2024-02-14 11:27:10,47
18.01.24,c,0.2778735050604608,14,22,12,2024-01-18 14:22:12,2024-01-18 14:22:29,17
07.01.24,b,1.41500439463123,13,23,25,2024-01-07 13:23:25,2024-01-07 13:24:50,85
23.01.24,d,1.3286623896715484,12,34,32,2024-01-23 12:34:32,2024-01-23 12:35:52,80
19.02.24,b,0.3864544856468636,13,38,59,2024-02-19 13:38:59,2024-02-19 13:39:22,23
08.12.23,a,0.0333333333333333,8,59,6,2023-12-08 08:59:06,2023-12-08 08:59:08,2
06.12.23,a,0.0655255639126587,9,15,0,2023-12-06 09:15:00,2023-12-06 09:15:04,4
29.12.23,b,0.0333333333333333,9,51,5,2023-12-29 09:51:05,2023-12-29 09:51:07,2
31.01.24,c,1.0201599104861143,13,48,27,2024-01-31 13:48:27,2024-01-31 13:49:28,61
02.03.24,a,0.0333333333333333,10,59,3,2024-03-02 10:59:03,2024-03-02 10:59:05,2
09.02.24,c,0.9469342552797646,11,48,1,2024-02-09 11:48:01,2024-02-09 11:48:58,57
25.01.24,a,0.6126366815591191,11,41,15,2024-01-25 11:41:15,2024-01-25 11:41:52,37
07.02.24,a,0.4015239330190943,10,55,2,2024-02-07 10:55:02,2024-02-07 10:55:26,24
29.01.24,a,0.8374725274095177,21,24,16,2024-01-29 21:24:16,2024-01-29 21:25:06,50
21.02.24,d,1.4362041196587674,11,49,5,2024-02-21 11:49:05,2024-02-21 11:50:31,86
31.01.24,d,0.7465173105390706,7,53,41,2024-01-31 07:53:41,2024-01-31 07:54:26,45
12.02.24,b,1.3210532349777309,13,31,35,2024-02-12 13:31:35,2024-02-12 13:32:54,79
25.01.24,c,1.3984426220331558,10,38,15,2024-01-25 10:38:15,2024-01-25 10:39:39,84
20.01.24,a,0.80642688577129,18,11,37,2024-01-20 18:11:37,2024-01-20 18:12:25,48
23.01.24,b,0.0333333333333333,11,19,26,2024-01-23 11:19:26,2024-01-23 11:19:28,2
19.02.24,a,0.7854741698101629,14,35,21,2024-02-19 14:35:21,2024-02-19 14:36:08,47
10.02.24,c,0.7229039345953264,5,49,13,2024-02-10 05:49:13,2024-02-10 05:49:56,43
22.02.24,b,1.137265040243094,11,32,29,2024-02-22 11:32:29,2024-02-22 11:33:37,68
06.12.23,c,1.5402079838473397,13,52,0,2023-12-06 13:52:00,2023-12-06 13:53:32,92
25.01.24,c,0.9093243068043514,9,15,58,2024-01-25 09:15:58,2024-01-25 09:16:53,55
11.01.24,b,0.594562491908017,17,3,44,2024-01-11 17:03:44,2024-01-11 17:04:20,36
21.02.24,c,1.0815405331093777,12,26,34,2024-02-21 12:26:34,2024-02-21 12:27:39,65
03.01.24,c,0.5591585273505317,7,13,59,2024-01-03 07:13:59,2024-01-03 07:14:33,34
21.02.24,b,1.121152147952643,16,11,39,2024-02-21 16:11:39,2024-02-21 16:12:46,67
25.01.24,b,1.777828235994331,12,29,53,2024-01-25 12:29:53,2024-01-25 12:31:40,107
23.01.24,c,0.2259032064633676,8,44,31,2024-01-23 08:44:31,2024-01-23 08:44:45,14
01.02.24,a,0.1137385299719985,9,44,49,2024-02-01 09:44:49,2024-02-01 09:44:56,7
02.02.24,c,0.8906885161575857,13,44,59,2024-02-02 13:44:59,2024-02-02 13:45:52,53
29.01.24,c,0.2781890273846443,9,35,19,2024-01-29 09:35:19,2024-01-29 09:35:36,17
25.01.24,b,0.7964411928087141,14,35,22,2024-01-25 14:35:22,2024-01-25 14:36:10,48
05.03.24,b,0.0356377922199029,15,17,47,2024-03-05 15:17:47,2024-03-05 15:17:49,2
05.01.24,a,0.5599517642059072,11,54,23,2024-01-05 11:54:23,2024-01-05 11:54:57,34
25.01.24,a,0.571962548538302,12,26,26,2024-01-25 12:26:26,2024-01-25 12:27:00,34
07.02.24,b,1.0761829566269612,11,58,44,2024-02-07 11:58:44,2024-02-07 11:59:49,65
06.12.23,a,0.3068237629757774,14,32,50,2023-12-06 14:32:50,2023-12-06 14:33:08,18
07.12.23,h,0.9466801882772014,15,31,48,2023-12-07 15:31:48,2023-12-07 15:32:45,57
26.01.24,c,0.973467927478297,17,30,21,2024-01-26 17:30:21,2024-01-26 17:31:19,58
11.12.23,c,1.9736252312024036,10,0,0,2023-12-11 10:00:00,2023-12-11 10:01:58,118
13.01.24,c,0.0333333333333333,16,54,27,2024-01-13 16:54:27,2024-01-13 16:54:29,2
11.01.24,a,1.101864769381963,14,18,17,2024-01-11 14:18:17,2024-01-11 14:19:23,66
06.12.23,b,0.3760889697418975,12,37,21,2023-12-06 12:37:21,2023-12-06 12:37:44,23
25.12.23,c,0.4059818510461695,10,55,12,2023-12-25 10:55:12,2023-12-25 10:55:36,24
08.01.24,b,0.8038417348459621,8,31,43,2024-01-08 08:31:43,2024-01-08 08:32:31,48
23.01.24,c,1.13533348862725,19,24,33,2024-01-23 19:24:33,2024-01-23 19:25:41,68
06.12.23,c,0.5397379371701004,9,46,29,2023-12-06 09:46:29,2023-12-06 09:47:01,32
07.12.23,c,0.932170573536775,11,24,38,2023-12-07 11:24:38,2023-12-07 11:25:34,56
18.01.24,a,1.353860954215533,17,32,55,2024-01-18 17:32:55,2024-01-18 17:34:16,81
14.01.24,b,0.1639735760733798,14,21,22,2024-01-14 14:21:22,2024-01-14 14:21:32,10
17.02.24,c,0.4639430411460278,7,37,37,2024-02-17 07:37:37,2024-02-17 07:38:05,28
05.01.24,a,1.1955706924650908,20,31,29,2024-01-05 20:31:29,2024-01-05 20:32:41,72
05.03.24,b,0.8238947570435124,9,42,7,2024-03-05 09:42:07,2024-03-05 09:42:56,49
13.02.24,a,0.0333333333333333,19,20,17,2024-02-13 19:20:17,2024-02-13 19:20:19,2
06.12.23,c,0.0333333333333333,12,8,48,2023-12-06 12:08:48,2023-12-06 12:08:50,2
14.12.23,c,0.9038498403074524,15,53,0,2023-12-14 15:53:00,2023-12-14 15:53:54,54
29.01.24,a,1.064998377083583,12,28,46,2024-01-29 12:28:46,2024-01-29 12:29:50,64
11.01.24,b,0.588424786468593,11,48,46,2024-01-11 11:48:46,2024-01-11 11:49:21,35
25.02.24,c,1.007568234799584,10,43,52,2024-02-25 10:43:52,2024-02-25 10:44:52,60
20.12.23,a,0.2576086588474823,12,12,20,2023-12-20 12:12:20,2023-12-20 12:12:35,15
22.12.23,b,1.406678936895266,11,18,1,2023-12-22 11:18:01,2023-12-22 11:19:25,84
20.12.23,c,1.382165148924197,17,33,31,2023-12-20 17:33:31,2023-12-20 17:34:54,83
22.01.24,c,0.4636003330346577,12,21,48,2024-01-22 12:21:48,2024-01-22 12:22:16,28
28.02.24,h,0.0333333333333333,10,29,9,2024-02-28 10:29:09,2024-02-28 10:29:11,2
10.01.24,b,0.2801672550975477,17,0,39,2024-01-10 17:00:39,2024-01-10 17:00:56,17
10.01.24,b,0.9212154289337096,14,37,20,2024-01-10 14:37:20,2024-01-10 14:38:15,55
14.01.24,d,1.0996718875404836,14,23,42,2024-01-14 14:23:42,2024-01-14 14:24:48,66
19.02.24,b,1.7624174125411174,14,0,55,2024-02-19 14:00:55,2024-02-19 14:02:41,106
29.01.24,b,1.1887353055420058,13,22,59,2024-01-29 13:22:59,2024-01-29 13:24:10,71
23.01.24,a,0.5336426668485592,15,1,42,2024-01-23 15:01:42,2024-01-23 15:02:14,32
21.12.23,a,0.0333333333333333,8,47,48,2023-12-21 08:47:48,2023-12-21 08:47:50,2
29.01.24,h,0.0670212686492789,15,24,20,2024-01-29 15:24:20,2024-01-29 15:24:24,4
21.02.24,c,0.1253425339508393,13,41,28,2024-02-21 13:41:28,2024-02-21 13:41:36,8
18.01.24,e,0.0742454651388835,5,8,11,2024-01-18 05:08:11,2024-01-18 05:08:15,4
27.12.23,a,0.6887086489814161,17,0,14,2023-12-27 17:00:14,2023-12-27 17:00:55,41
08.01.24,c,1.7340516180094467,16,33,34,2024-01-08 16:33:34,2024-01-08 16:35:18,104
10.01.24,b,1.4534963042095277,12,59,43,2024-01-10 12:59:43,2024-01-10 13:01:10,87
